Cement (Kg/m3),FAgg (Kg/m3),CSA (Kg/m3),Water (Kg/m3),River sand (Kg/m3),Silica fume (Kg/m3),SP (Kg/m3),W/B (%),Fibers (%),Aspect ratio (%),Tempurature (℃),Curing Age (Day),Specimen width (cm3),Specimen length (cm3),Specimen height (cm3),Compressive strength (MPa)
391.5,742,972.5,214.8,742,16.69,4,0.55,1,47,25,28,15,15,15,40.25
391.5,742,972.5,214.8,742,16.69,4,0.55,1,47,500,28,15,15,15,40.25
391.5,742,972.5,214.8,742,16.69,4,0.55,1,47,25,28,15,15,15,40.8
391.5,742,972.5,214.8,742,16.69,4,0.55,1,47,500,28,15,15,15,40.8
391.5,742,972.5,214.8,742,16.69,4,0.55,1,67,25,28,15,15,15,40
391.5,742,972.5,214.8,742,16.69,4,0.55,1,67,500,28,15,15,15,40
391.5,742,972.5,214.8,742,16.69,4,0.55,1,80,25,28,15,15,15,31
391.5,742,972.5,214.8,742,16.69,4,0.55,1,80,500,28,15,15,15,31
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,3,10,10,10,31
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,3,10,10,10,31
403,1230,606,161,1230,16.69,4,0.4,1,58.33,2,3,10,10,10,31
403,1230,606,161,1230,16.69,4,0.4,1,58.33,6,3,10,10,10,31
403,1178,580,161,1178,16.69,4,0.4,1,58.33,-6,3,10,10,10,42
403,1178,580,161,1178,16.69,4,0.4,1,58.33,-2,3,10,10,10,20
403,1178,580,161,1178,16.69,4,0.4,1,58.33,2,3,10,10,10,20
403,1178,580,161,1178,16.69,4,0.4,1,58.33,6,3,10,10,10,20
403,1125,554,161,1125,16.69,4,0.4,2,58.33,-6,3,10,10,10,20
403,1125,554,161,1125,16.69,4,0.4,2,58.33,-2,3,10,10,10,20
403,1125,554,161,1125,16.69,4,0.4,2,58.33,2,3,10,10,10,20
403,1125,554,161,1125,16.69,4,0.4,2,58.33,6,3,10,10,10,20
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,3,10,10,10,20
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,3,10,10,10,25.5
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,2,3,10,10,10,22
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,6,3,10,10,10,23.5
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,3,10,10,10,20
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,3,10,10,10,26
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,2,3,10,10,10,24.5
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,6,3,10,10,10,28.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-6,3,10,10,10,20
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-2,3,10,10,10,24
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,2,3,10,10,10,22.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,6,3,10,10,10,23.5
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-6,3,10,10,10,20
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-2,3,10,10,10,22
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,2,3,10,10,10,21
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,6,3,10,10,10,23
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,3,10,10,10,22
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,3,10,10,10,23
400,1230,606,161,1230,16.69,4,0.4,1,58.33,2,3,10,10,10,20
400,1230,606,161,1230,16.69,4,0.4,1,58.33,6,3,10,10,10,22.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,3,10,10,10,22.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,3,10,10,10,22.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,3,10,10,10,22.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,3,10,10,10,22.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,7,10,10,10,25.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,7,10,10,10,22.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,7,10,10,10,20
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,7,10,10,10,23
403,1230,606,161,1178,16.69,4,0.4,1,58.33,-6,7,10,10,10,20
403,1230,606,161,1178,16.69,4,0.4,1,58.33,-2,7,10,10,10,24
403,1230,606,161,1178,16.69,4,0.4,1,58.33,2,7,10,10,10,23.5
403,1230,606,161,1178,16.69,4,0.4,1,58.33,6,7,10,10,10,23.5
403,1230,606,161,1125,16.69,4,0.4,2,58.33,-6,7,10,10,10,20
403,1230,606,161,1125,16.69,4,0.4,2,58.33,-2,7,10,10,10,25
403,1230,606,161,1125,16.69,4,0.4,2,58.33,2,7,10,10,10,27
403,1230,606,161,1125,16.69,4,0.4,2,58.33,6,7,10,10,10,25
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,7,10,10,10,21.5
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,7,10,10,10,22.5
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,2,7,10,10,10,25
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,6,7,10,10,10,26
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,7,10,10,10,23.5
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,7,10,10,10,26
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,2,7,10,10,10,28
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,6,7,10,10,10,34.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-6,7,10,10,10,20
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-2,7,10,10,10,26
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,2,7,10,10,10,27.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,6,7,10,10,10,27
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-6,7,10,10,10,20
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-2,7,10,10,10,20
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,2,7,10,10,10,27.5
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,6,7,10,10,10,27
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,7,10,10,10,27
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,7,10,10,10,25.5
400,1230,606,161,1230,16.69,4,0.4,1,58.33,2,7,10,10,10,25
400,1230,606,161,1230,16.69,4,0.4,1,58.33,6,7,10,10,10,27
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,7,10,10,10,20
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,7,10,10,10,20
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,7,10,10,10,21
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,7,10,10,10,22.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,14,10,10,10,25
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,14,10,10,10,29
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,14,10,10,10,26
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,14,10,10,10,29
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,14,10,10,10,21
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,14,10,10,10,30
403,1230,606,161,1230,16.69,4,0.4,1,58.33,2,14,10,10,10,27.5
403,1230,606,161,1230,16.69,4,0.4,1,58.33,6,14,10,10,10,29
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,14,10,10,10,25
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,14,10,10,10,26.5
403,1230,606,161,1230,16.69,4,0.4,2,58.33,2,14,10,10,10,28
403,1230,606,161,1230,16.69,4,0.4,2,58.33,6,14,10,10,10,32
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,14,10,10,10,25
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,14,10,10,10,25
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,2,14,10,10,10,31.5
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,6,14,10,10,10,32
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,14,10,10,10,24.5
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,14,10,10,10,30
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,2,14,10,10,10,37
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,6,14,10,10,10,33
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-6,14,10,10,10,24
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-2,14,10,10,10,30
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,2,14,10,10,10,32
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,6,14,10,10,10,32
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-6,14,10,10,10,23
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-2,14,10,10,10,27
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,2,14,10,10,10,29
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,6,14,10,10,10,35
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,14,10,10,10,24
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,14,10,10,10,24.5
400,1230,606,161,1230,16.69,4,0.4,1,58.33,2,14,10,10,10,34.5
400,1230,606,161,1230,16.69,4,0.4,1,58.33,6,14,10,10,10,33.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,14,10,10,10,20
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,14,10,10,10,24.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,14,10,10,10,25
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,14,10,10,10,28
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,21,10,10,10,32
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,21,10,10,10,35
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,21,10,10,10,27
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,21,10,10,10,30
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,21,10,10,10,20
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,21,10,10,10,31
403,1230,606,161,1230,16.69,4,0.4,1,58.33,2,21,10,10,10,27
403,1230,606,161,1230,16.69,4,0.4,1,58.33,6,21,10,10,10,30
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,21,10,10,10,25.5
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,21,10,10,10,32.5
403,1230,606,161,1230,16.69,4,0.4,2,58.33,2,21,10,10,10,33
403,1230,606,161,1230,16.69,4,0.4,2,58.33,6,21,10,10,10,33
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,21,10,10,10,27
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,21,10,10,10,31
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,2,21,10,10,10,34.5
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,6,21,10,10,10,40
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,21,10,10,10,24
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,21,10,10,10,31
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,2,21,10,10,10,34
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,6,21,10,10,10,40
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-6,21,10,10,10,24.4
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-2,21,10,10,10,34.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,2,21,10,10,10,40
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,6,21,10,10,10,39.5
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-6,21,10,10,10,24
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-2,21,10,10,10,34
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,2,21,10,10,10,33.5
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,6,21,10,10,10,35
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,21,10,10,10,25
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,21,10,10,10,34
400,1230,606,161,1230,16.69,4,0.4,1,58.33,2,21,10,10,10,32
400,1230,606,161,1230,16.69,4,0.4,1,58.33,6,21,10,10,10,36
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,21,10,10,10,21
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,21,10,10,10,28
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,21,10,10,10,32
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,21,10,10,10,30
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,28,10,10,10,27
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,28,10,10,10,34.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,28,10,10,10,33.5
403,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,28,10,10,10,35
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,28,10,10,10,22
403,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,28,10,10,10,32
403,1230,606,161,1230,16.69,4,0.4,1,58.33,2,28,10,10,10,27
403,1230,606,161,1230,16.69,4,0.4,1,58.33,6,28,10,10,10,29
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,28,10,10,10,28
403,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,28,10,10,10,34
403,1230,606,161,1230,16.69,4,0.4,2,58.33,2,28,10,10,10,32.5
403,1230,606,161,1230,16.69,4,0.4,2,58.33,6,28,10,10,10,36
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,28,10,10,10,22
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,28,10,10,10,30
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,2,28,10,10,10,35
402.6,1230,606,161,1230,16.69,4,0.4,1,58.33,6,28,10,10,10,39
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-6,28,10,10,10,27
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,-2,28,10,10,10,33
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,2,28,10,10,10,43.5
402.2,1230,606,161,1230,16.69,4,0.4,2,58.33,6,28,10,10,10,40
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-6,28,10,10,10,27
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,-2,28,10,10,10,34.5
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,2,28,10,10,10,39
401.4,1230,606,161,1230,16.69,4,0.4,4,58.33,6,28,10,10,10,39
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-6,28,10,10,10,25
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,-2,28,10,10,10,33
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,2,28,10,10,10,33
401,1230,606,161,1230,16.69,4,0.4,0.5,58.33,6,28,10,10,10,33
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-6,28,10,10,10,26.5
400,1230,606,161,1230,16.69,4,0.4,1,58.33,-2,28,10,10,10,33.5
400,1230,606,161,1230,16.69,4,0.4,1,58.33,2,28,10,10,10,35
400,1230,606,161,1230,16.69,4,0.4,1,58.33,6,28,10,10,10,36
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-6,28,10,10,10,20
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,-2,28,10,10,10,27
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,2,28,10,10,10,33.5
398,1230,606,161,1230,16.69,4,0.4,1.5,58.33,6,28,10,10,10,35
515,1175,606,227,1175,16.69,15,0.24,1.5,58.33,20,3,10,10,10,121.1
515,1175,606,227,1175,16.69,15,0.24,1.5,58.33,20,3,10,10,10,93.6
515,1175,606,227,1175,16.69,15,0.24,1.5,58.33,20,3,10,10,10,91.37
515,1175,606,227,1175,16.69,15,0.24,0.8,375,20,3,10,10,10,114.7
515,1175,606,227,1175,16.69,15,0.24,0.8,375,20,3,10,10,10,86.23
515,1175,606,227,1175,16.69,15,0.24,0.8,375,20,3,10,10,10,92.63
515,1175,606,227,1175,16.69,15,0.24,1.6,375,20,3,10,10,10,109.47
515,1175,606,227,1175,16.69,15,0.24,1.6,375,20,3,10,10,10,92.13
515,1175,606,227,1175,16.69,15,0.24,1.6,375,20,3,10,10,10,81.03
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,101.4
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,112.07
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,104.99
515,1175,606,227,1175,16.69,15,0.24,0.8,375,300,3,10,10,10,71.27
515,1175,606,227,1175,16.69,15,0.24,0.8,375,300,3,10,10,10,75.28
515,1175,606,227,1175,16.69,15,0.24,0.8,375,300,3,10,10,10,78.33
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,69.03
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,71.18
515,1175,606,227,1175,16.69,15,0.24,1.6,375,300,3,10,10,10,72.04
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,72.04
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,72.04
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,72.04
515,1175,606,227,1175,16.69,15,0.24,0.8,375,600,3,10,10,10,57.41
515,1175,606,227,1175,16.69,15,0.24,0.8,375,600,3,10,10,10,48.53
515,1175,606,227,1175,16.69,15,0.24,0.8,375,600,3,10,10,10,55.69
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,52.81
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,48.22
515,1175,606,227,1175,16.69,15,0.24,1.6,375,600,3,10,10,10,46.97
500,725,1075,145,725,16.69,15,0.29,1.6,0,600,28,10,10,10,32.79
500,725,1075,145,725,16.69,15,0.29,1,60,600,28,10,10,10,38.95
500,725,1075,145,725,16.69,15,0.29,0.22,360,600,28,10,10,10,34.31
500,725,1075,145,725,16.69,15,0.29,1.22,360,600,28,10,10,10,36.19
500,725,1075,145,725,16.69,15,0.29,1.22,420,600,28,10,10,10,36.1
400,695,1075,145,695,16.69,15,0.29,1,0,600,28,10,10,10,33.28
400,695,1075,145,695,16.69,15,0.29,0.11,60,600,28,10,10,10,38.72
400,695,1075,145,695,16.69,15,0.29,0.22,360,600,28,10,10,10,35.1
400,695,1075,145,695,16.69,15,0.29,1.22,360,600,28,10,10,10,31.69
400,695,1075,145,695,16.69,15,0.29,1.22,360,600,28,10,10,10,38.63
450,710,1075,145,710,50,15,0.29,1.22,0,600,28,10,10,10,37.84
450,710,1075,145,710,50,15,0.29,1,60,600,28,10,10,10,39.19
450,710,1075,145,710,50,15,0.29,0.11,360,600,28,10,10,10,36.85
450,710,1075,145,710,50,15,0.29,0.22,360,600,28,10,10,10,33.76
450,710,1075,145,710,50,15,0.29,1.22,360,600,28,10,10,10,37.69
500,725,1075,145,725,16.9,15,0.29,1.22,0,800,28,10,10,10,17.64
500,725,1075,145,725,16.9,15,0.29,1,60,800,28,10,10,10,23.8
500,725,1075,145,725,16.9,15,0.29,0.22,360,800,28,10,10,10,17.07
500,725,1075,145,725,16.9,15,0.29,1.22,360,800,28,10,10,10,22.53
500,725,1075,145,725,16.9,15,0.29,1.22,360,800,28,10,10,10,20
400,695,1075,145,695,16.9,15,0.29,1,0,800,28,10,10,10,20
400,695,1075,145,695,16.9,15,0.29,0.11,60,800,28,10,10,10,21.41
400,695,1075,145,695,16.9,15,0.29,0.22,360,800,28,10,10,10,21.41
400,695,1075,145,695,16.9,15,0.29,1.22,360,800,28,10,10,10,21.41
400,695,1075,145,695,16.9,15,0.29,1.22,360,800,28,10,10,10,21.41
450,710,1075,145,710,50,15,0.29,1.22,0,800,28,10,10,10,20.55
450,710,1075,145,710,50,15,0.29,1,60,800,28,10,10,10,23.46
450,710,1075,145,710,50,15,0.29,0.11,360,800,28,10,10,10,23.46
450,710,1075,145,710,50,15,0.29,0.22,360,800,28,10,10,10,23.46
450,710,1075,145,710,50,15,0.29,1.22,360,800,28,10,10,10,23.46
311,665,780,205,665,16.9,25,0.66,1.22,62.5,25,28,10,10,10,39
366,623,771,205,623,16.9,25,0.56,1.22,62.5,25,28,10,10,10,53
458,408,938,147,408,16.9,25,0.32,1.22,62.5,25,28,10,10,10,99
311,665,780,205,665,16.9,25,0.66,1,62.5,25,28,10,10,10,45
366,623,771,205,623,16.9,25,0.56,1,62.5,25,28,10,10,10,60
458,408,938,147,408,16.9,25,0.32,1,62.5,25,28,10,10,10,110
311,665,780,205,665,16.9,25,0.66,1,62.5,105,28,10,10,10,40
366,623,771,205,623,16.9,25,0.56,1,62.5,105,28,10,10,10,50
458,408,938,147,408,16.9,25,0.32,1,62.5,105,28,10,10,10,101
311,665,780,205,665,16.9,25,0.66,1,62.5,105,28,10,10,10,46
366,623,771,205,623,16.9,25,0.56,1,62.5,105,28,10,10,10,60
458,408,938,147,408,16.9,25,0.32,1,62.5,105,28,10,10,10,112
311,665,780,205,665,16.9,25,0.66,1,62.5,200,28,10,10,10,38
366,623,771,205,623,16.9,25,0.56,1,62.5,200,28,10,10,10,46
458,408,938,147,408,16.9,25,0.32,1,62.5,200,28,10,10,10,99
311,665,780,205,665,16.9,25,0.66,1,62.5,200,28,10,10,10,42
366,623,771,205,623,16.9,25,0.56,1,62.5,200,28,10,10,10,58
458,408,938,147,408,16.9,25,0.32,1,62.5,200,28,10,10,10,106
311,665,780,205,665,16.9,25,0.66,1,62.5,300,28,10,10,10,36
366,623,771,205,623,16.9,25,0.56,1,62.5,300,28,10,10,10,39
458,408,938,147,408,16.9,25,0.32,1,62.5,300,28,10,10,10,96
311,665,780,205,665,16.9,25,0.66,1,62.5,300,28,10,10,10,38
366,623,771,205,623,16.9,25,0.56,1,62.5,300,28,10,10,10,54
458,408,938,147,408,16.9,25,0.32,1,62.5,300,28,10,10,10,102
311,665,780,205,665,16.9,25,0.66,1,62.5,400,28,10,10,10,32
366,623,771,205,623,16.9,25,0.56,1,62.5,400,28,10,10,10,36
458,408,938,147,408,16.9,25,0.32,1,62.5,400,28,10,10,10,94
311,665,780,205,665,16.9,25,0.66,1,62.5,400,28,10,10,10,35
366,623,771,205,623,16.9,25,0.56,1,62.5,400,28,10,10,10,50
458,408,938,147,408,16.9,25,0.32,1,62.5,400,28,10,10,10,100
311,665,780,205,665,16.9,25,0.66,1,62.5,600,28,10,10,10,24
366,623,771,205,623,16.9,25,0.56,1,62.5,600,28,10,10,10,34
458,408,938,147,408,16.9,25,0.32,1,62.5,600,28,10,10,10,56
311,665,780,205,665,16.9,25,0.66,1,62.5,600,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,600,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,600,28,10,10,10,37
311,665,780,205,665,16.9,25,0.66,1,62.5,800,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,800,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,800,28,10,10,10,33
311,665,780,205,665,16.9,25,0.66,1,62.5,800,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,800,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,800,28,10,10,10,37
311,665,780,205,665,16.9,25,0.66,1,62.5,1000,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,1000,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,1000,28,10,10,10,20
311,665,780,205,665,16.9,25,0.66,1,62.5,1000,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,1000,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,1000,28,10,10,10,20
311,665,780,205,665,16.9,25,0.66,1,62.5,1200,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,1200,28,10,10,10,20
458,408,938,147,408,16.9,25,0.32,1,62.5,1200,28,10,10,10,20
311,655,780,205,665,16.9,25,0.66,1,62.5,1200,28,10,10,10,20
366,623,771,205,623,16.9,25,0.56,1,62.5,1200,28,10,10,10,20
458,655,938,147,408,16.9,25,0.32,1,62.5,1200,28,10,10,10,20
