Cement (Kg/m3),FAgg (Kg/m3),CSA (Kg/m3),Water (Kg/m3),River sand (Kg/m3),Silica fume (Kg/m3),SP (Kg/m3),W/B (%),Fibers (%),Aspect ratio (%),Tempurature (℃),Curing Age (Day),Specimen width (cm3),Specimen length (cm3),Specimen height (cm3),Compressive strength (MPa)
786,1286,1209,236,1286,78.6,25.9,0.3,0.13,52,200,28,10,10,10,58
786,1286,1209,236,1286,78.6,25.9,0.3,0.13,52,400,28,10,10,10,65.4
786,1286,1209,236,1286,78.6,25.9,0.3,0.13,52,600,28,10,10,10,62.9
786,1286,1209,236,1286,78.6,25.9,0.3,0.13,52,1000,28,10,10,10,21
430,687,1030,172,687,16.9,1.6,0.4,0.13,52,20,28,10,10,10,61.8
430,687,1030,172,687,16.9,1.6,0.4,0.13,52,100,28,10,10,10,53.4
430,687,1030,172,687,16.9,1.6,0.4,0.13,52,200,28,10,10,10,55
430,687,1030,172,687,16.9,1.6,0.4,0.13,52,300,28,10,10,10,46.5
430,687,1030,172,687,16.9,1.6,0.4,0.13,52,600,28,10,10,10,20.6
441,653,115,164,653,28,2.9,0.37,0.13,52,100,28,10,10,10,62.8
441,653,115,164,653,28,2.9,0.37,0.13,52,200,28,10,10,10,64.7
441,653,115,164,653,28,2.9,0.37,0.13,52,300,28,10,10,10,56.5
441,653,115,164,653,28,2.9,0.37,0.13,52,600,28,10,10,10,21.8
495,615,1168,149,615,28,1.9,0.3,0.13,52,20,28,10,10,10,67.4
495,615,1168,149,615,28,1.9,0.3,0.13,52,200,28,10,10,10,59.7
495,615,1168,149,615,28,1.9,0.3,0.13,52,300,28,10,10,10,49
495,615,1168,149,615,28,1.9,0.3,0.13,52,600,28,10,10,10,21
465,615,1168,149,615,30,3.1,0.32,0.13,52,20,28,10,10,10,80.3
465,615,1168,149,615,30,3.1,0.32,0.13,52,100,28,10,10,10,68
465,615,1168,149,615,30,3.1,0.32,0.13,52,300,28,10,10,10,56.5
465,615,1168,149,615,30,3.1,0.32,0.13,52,600,28,10,10,10,23.4
450,615,1168,149,615,45,3.7,0.33,0.13,52,20,28,10,10,10,84.2
450,615,1168,149,615,45,3.7,0.33,0.13,52,100,28,10,10,10,70.8
450,615,1168,149,615,45,3.7,0.33,0.13,52,200,28,10,10,10,71.7
250,417,1681,149,417,45,3.7,0.59,0.13,52,100,28,10,10,10,25.74
350,373,1507,123,373,45,3.7,0.35,0.13,52,200,28,10,10,10,40.35
500,373,820,172,373,45,6,0.35,0.13,52,400,28,10,10,10,34.5
450,373,805,385,373,50,6,0.85,0.13,52,800,28,10,10,10,21
400,373,790,346.5,373,100,6,0.86,0.13,52,200,28,10,10,10,44
350,373,775,308,373,150,6,0.88,0.13,52,400,28,10,10,10,27
400,373,1038,269.5,373,40,4.8,0.67,0.13,52,800,28,10,10,10,20
360,373,1028,308,373,40,4.8,0.85,0.13,52,200,28,10,10,10,32
320,373,1015,277.2,373,80,4.8,0.86,0.13,52,400,28,10,10,10,30
280,373,1005,246.4,373,120,4.8,0.88,0.13,52,800,28,10,10,10,20
500,700,1110,215.6,700,30,14,0.43,0.13,52,400,28,10,10,10,69.87
500,700,1110,135,700,22.5,15,0.27,0.13,52,600,28,10,10,10,45.23
500,700,1110,135,700,15,16,0.27,0.13,52,600,28,10,10,10,48.79
500,700,1110,135,700,7.5,18,0.27,0.13,52,800,28,10,10,10,27.38
470,700,1110,135,700,60,16,0.27,0.13,52,400,28,10,10,10,69.86
470,700,1110,135,700,52.5,18,0.28,0.13,52,600,28,10,10,10,47.07
470,700,1110,135,700,45,20,0.28,0.13,52,800,28,10,10,10,22.32
470,700,1110,135,700,37.5,22,0.28,0.13,52,20,28,10,10,10,91.24
326,659,1124,184,659,37.5,3,0.56,0.13,52,400,28,10,10,10,69.2
391,689,1172,179,689,37.5,3.5,0.45,0.13,52,650,28,10,10,10,66.9
442,689,1125,166,689,37.5,5.3,0.37,0.13,52,800,28,10,10,10,37.9
440,702,1099,149,702,37.5,6.6,0.33,0.13,52,950,28,10,10,10,29.4
437,783,1016,170,783,37.5,1.9,0.38,0.13,52,20,28,10,10,10,71.2
500,630,1260,150,630,37.5,10,0.3,0.13,52,105,28,10,10,10,51
450,630,1260,150,630,50,10,0.33,0.13,52,300,28,10,10,10,49
425,630,1260,150,630,75,12.5,0.35,0.13,52,400,28,10,10,10,32
400,630,1260,150,630,100,15,0.37,0.13,52,600,28,10,10,10,28
308,933,968,185,933,100,6,0.6,0.13,52,50,28,10,10,10,37.2
310,940,976,186,940,31,7.7,0.6,0.13,52,100,28,10,10,10,44.1
512,711,1106,154,711,31,18,0.3,0.13,52,150,28,10,10,10,72.8
511,709,1122,153,709,51,18,0.29,0.13,52,200,28,10,10,10,95.3
500,750,1068,150,750,51,18,0.29,0.13,52,23,28,10,10,10,75.5
350,750,1023,150,750,51,18,0.42,0.13,52,100,28,10,10,10,73.7
475,750,1065,150,750,51,25,0.34,0.13,52,200,28,10,10,10,73.4
441,653,1115,164,653,28,2.9,0.37,0.13,52,20,28,10,10,10,73.9
495,615,1168,149,615,28,1.9,0.33,0.13,52,100,28,10,10,10,57.6
465,615,1168,149,615,30,3.1,0.32,0.13,52,200,28,10,10,10,69
450,615,1168,149,615,45,3.7,0.33,0.13,52,300,28,10,10,10,57.9
450,615,1168,149,1460,45,3.7,0.33,0.13,52,600,28,10,10,10,22.6
474,506,1238,185,1460,45,3.7,0.4,0.13,40,20,28,10,10,10,39
474,506,1238,185,1460,39,3.7,0.4,0.6,40,20,28,10,10,10,37.5
474,481,1238,185,1460,39,3.7,0.4,0.6,40,20,28,10,10,10,34
474,456,1238,185,1460,39,3.7,0.4,0.6,40,20,28,10,10,10,29
474,430,1238,185,1460,39,3.7,0.4,0.6,40,20,28,10,10,10,23
474,506,1238,185,1460,78,3.7,0.4,1.2,40,20,28,10,10,10,38
474,481,1238,185,1460,78,3.7,0.4,1.2,40,20,28,10,10,10,36
474,456,1238,185,1460,78,3.7,0.4,1.2,40,20,28,10,10,10,32
474,430,1238,185,1460,78,3.7,0.4,1.2,40,20,28,10,10,10,24
474,506,1238,185,1460,39,3.7,0.4,1.2,40,200,28,10,10,10,33
474,506,1238,185,1460,39,3.7,0.4,0.6,40,200,28,10,10,10,34
474,481,1238,185,1460,39,3.7,0.4,0.6,40,200,28,10,10,10,30
474,456,1238,185,1460,39,3.7,0.4,0.6,40,200,28,10,10,10,24
474,430,1238,185,1460,39,3.7,0.4,0.6,40,200,28,10,10,10,20
474,506,1238,185,1460,78,3.7,0.4,1.2,40,200,28,10,10,10,35.5
474,481,1238,185,1460,78,3.7,0.4,1.2,40,200,28,10,10,10,31
474,456,1238,185,1460,78,3.7,0.4,1.2,40,200,28,10,10,10,25
474,430,1238,185,1460,78,3.7,0.4,1.2,40,200,28,10,10,10,20
474,506,1238,185,1460,39,3.7,0.4,1.2,40,400,28,10,10,10,28.5
474,506,1238,185,1460,39,3.7,0.4,0.6,40,400,28,10,10,10,30.5
474,481,1238,185,1460,39,3.7,0.4,0.6,40,400,28,10,10,10,27
474,456,1238,185,1460,39,3.7,0.4,0.6,40,400,28,10,10,10,20
474,430,1238,185,1460,39,3.7,0.4,0.6,40,400,28,10,10,10,20
474,506,1238,185,1460,78,3.7,0.4,1.2,40,400,28,10,10,10,32.5
474,481,1238,185,1460,78,3.7,0.4,1.2,40,400,28,10,10,10,28
474,456,1238,185,1460,78,3.7,0.4,1.2,40,400,28,10,10,10,23
474,430,1238,185,1460,78,3.7,0.4,1.2,40,400,28,10,10,10,20
474,506,1238,185,1460,39,3.7,0.4,1.2,40,600,28,10,10,10,22
474,506,1238,185,1460,39,3.7,0.4,0.6,40,600,28,10,10,10,21
474,481,1238,185,1460,39,3.7,0.4,0.6,40,600,28,10,10,10,21
474,456,1238,185,1460,39,3.7,0.4,0.6,40,600,28,10,10,10,21
474,430,1238,185,1460,39,3.7,0.4,0.6,40,600,28,10,10,10,21
474,506,1238,185,1460,78,3.7,0.4,1.2,40,600,28,10,10,10,22
474,481,1238,185,1460,78,3.7,0.4,1.2,40,600,28,10,10,10,22
474,456,1238,185,1460,78,3.7,0.4,1.2,40,600,28,10,10,10,22
474,430,1238,185,1460,78,3.7,0.4,1.2,40,600,28,10,10,10,22
474,506,1238,185,1460,39,3.7,0.4,1.2,40,800,28,10,10,10,22
474,506,1238,185,1460,39,3.7,0.4,0.6,40,800,28,10,10,10,22
474,481,1238,185,1460,39,3.7,0.4,0.6,40,800,28,10,10,10,22
474,456,1238,185,1460,39,3.7,0.4,0.6,40,800,28,10,10,10,22
474,430,1238,185,1460,39,3.7,0.4,0.6,40,800,28,10,10,10,22
474,506,1238,185,1460,78,3.7,0.4,1.2,40,800,28,10,10,10,22
474,481,1238,185,1460,78,3.7,0.4,1.2,40,800,28,10,10,10,22
474,456,1238,185,1460,78,3.7,0.4,1.2,40,800,28,10,10,10,22
474,430,1238,185,1460,78,3.7,0.4,1.2,40,800,28,10,10,10,22
600,668,1002,180,668,78,3.7,0.3,2,30,200,7,10,10,10,95
600,668,1002,180,668,78,3.7,0.3,2,30,400,7,10,10,10,91
600,668,1002,180,668,78,3.7,0.3,2,30,600,7,10,10,10,74
600,668,1002,180,668,78,3.7,0.3,2,30,200,7,10,10,10,96
600,668,1002,180,668,78,3.7,0.3,2,30,400,7,10,10,10,91
600,668,1002,180,668,78,3.7,0.3,2,30,600,7,10,10,10,72
600,668,1002,180,668,78,3.7,0.3,2,30,200,7,10,10,10,89
600,668,1002,180,668,78,3.7,0.3,2,30,400,7,10,10,10,84
600,668,1002,180,668,78,3.7,0.3,2,30,600,7,10,10,10,65
1021,1040,1002,202,1040,102,12.6,0.18,0,0,30,28,5,5,5,124.6
1021,1040,1002,202,1040,102,12.6,0.18,0,0,100,28,5,5,5,87.2
1021,1040,1002,202,1040,102,12.6,0.18,0,0,200,28,5,5,5,87.2
1021,1040,1002,202,1040,102,12.6,0.18,0,0,400,28,5,5,5,99.7
1021,1040,1002,202,1040,102,12.6,0.18,0,0,600,28,5,5,5,69.8
1021,1040,1002,202,1040,102,15,0.18,1,81,30,28,5,5,5,127.2
1021,1040,1002,202,1040,102,15,0.18,1,81,100,28,5,5,5,99.2
1021,1040,1002,202,1040,102,15,0.18,1,81,200,28,5,5,5,110.7
1021,1040,1002,202,1040,102,15,0.18,1,81,400,28,5,5,5,119.6
1021,1040,1002,202,1040,102,15,0.18,1,81,600,28,5,5,5,92.9
383,642,1188,162,642,16.9,3.83,0.42,0,0,80,28,10,10,10,27.88
397.5,660.5,1208,177,660,16.9,3.97,0.44,0,0,120,28,10,10,10,35.15
412,679,1228,192,679,16.9,4.12,0.46,0,0,200,28,10,10,10,42.75
490,750,905,185,750,16.9,4.9,0.37,0,60,24,28,10,10,10,43.91
490,750,905,185,750,16.9,4.9,0.37,1,60,24,28,10,10,10,42.04
490,750,905,185,750,16.9,4.9,0.37,2,60,24,28,10,10,10,34.61
490,750,905,185,750,16.9,4.9,0.37,3,60,24,28,10,10,10,35.02
465.5,750,905,185,750,16.9,4.8,0.39,1,60,24,28,10,10,10,46.22
465.5,750,905,185,750,16.9,4.8,0.39,2,60,24,28,10,10,10,51.17
465.5,750,905,185,750,16.9,4.8,0.39,3,60,24,28,10,10,10,36
441,750,905,185,750,10,4.8,0.41,1,60,24,28,10,10,10,54.12
441,750,905,185,750,10,4.8,0.41,2,60,24,28,10,10,10,49.8
441,750,905,185,750,10,4.8,0.41,3,60,24,28,10,10,10,37.25
416.5,750,905,185,750,15,4.7,0.44,1,60,24,28,10,10,10,33.42
416.5,750,905,185,750,15,4.7,0.44,2,60,24,28,10,10,10,28.74
416.5,750,905,185,750,15,4.7,0.44,3,60,24,28,10,10,10,26.56
490,750,905,185,750,15,4.9,0.37,0,60,200,28,10,10,10,45.26
490,750,905,185,750,15,4.9,0.37,1,60,200,28,10,10,10,44.11
490,750,905,185,750,15,4.9,0.37,2,60,200,28,10,10,10,39.17
490,750,905,185,750,15,4.9,0.37,3,60,200,28,10,10,10,33.29
465.5,750,905,185,750,15,4.8,0.39,1,60,200,28,10,10,10,49.24
465.5,750,905,185,750,15,4.8,0.39,2,60,200,28,10,10,10,56.45
465.5,750,905,185,750,15,4.8,0.39,3,60,200,28,10,10,10,43.96
441,750,905,185,750,10,4.8,0.41,1,60,200,28,10,10,10,58.12
441,750,905,185,750,10,4.8,0.41,2,60,200,28,10,10,10,54.98
441,750,905,185,750,10,4.8,0.41,3,60,200,28,10,10,10,46.27
416.5,750,905,185,750,15,4.7,0.44,1,60,200,28,10,10,10,47.01
416.5,750,905,185,750,15,4.7,0.44,2,60,200,28,10,10,10,35.2
416.5,750,905,185,750,15,4.7,0.44,3,60,200,28,10,10,10,33.97
490,750,905,185,750,15,4.9,0.37,0,60,400,28,10,10,10,50.9
490,750,905,185,750,15,4.9,0.37,1,60,400,28,10,10,10,47.62
490,750,905,185,750,15,4.9,0.37,2,60,400,28,10,10,10,40.07
490,750,905,185,750,15,4.9,0.37,3,60,400,28,10,10,10,20.33
465.5,750,905,185,750,15,4.8,0.39,1,60,400,28,10,10,10,54.03
465.5,750,905,185,750,15,4.8,0.39,2,60,400,28,10,10,10,59.11
465.5,750,905,185,750,15,4.8,0.39,3,60,400,28,10,10,10,40.83
441,750,905,185,750,10,4.8,0.41,1,60,400,28,10,10,10,66.69
441,750,905,185,750,10,4.8,0.41,2,60,400,28,10,10,10,57.43
441,750,905,185,750,10,4.8,0.41,3,60,400,28,10,10,10,36.5
416.5,750,905,185,750,15,4.7,0.44,1,60,400,28,10,10,10,52.92
416.5,750,905,185,750,15,4.7,0.44,2,60,400,28,10,10,10,45.52
416.5,750,905,185,750,15,4.7,0.44,3,60,400,28,10,10,10,36.46
490,750,905,185,750,16.9,4.9,0.37,0,60,600,28,10,10,10,31.44
490,750,905,185,750,16.9,4.9,0.37,1,60,600,28,10,10,10,21.66
490,750,905,185,750,16.9,4.9,0.37,2,60,600,28,10,10,10,20.69
490,750,905,185,750,16.9,4.9,0.37,3,60,600,28,10,10,10,20.69
465.5,750,905,185,750,16.9,4.8,0.39,1,60,600,28,10,10,10,26.39
465.5,750,905,185,750,16.9,4.8,0.39,2,60,600,28,10,10,10,30.07
465.5,750,905,185,750,16.9,4.8,0.39,3,60,600,28,10,10,10,21.51
441,750,905,185,750,10,4.8,0.41,1,60,600,28,10,10,10,27.72
441,750,905,185,750,10,4.8,0.41,2,60,600,28,10,10,10,21.47
441,750,905,185,750,10,4.8,0.41,3,60,600,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,1,60,600,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,2,60,600,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,3,60,600,28,10,10,10,21.47
490,750,905,185,750,15,4.9,0.37,0,60,800,28,10,10,10,21.47
490,750,905,185,750,15,4.9,0.37,1,60,800,28,10,10,10,21.47
490,750,905,185,750,15,4.9,0.37,2,60,800,28,10,10,10,21.47
490,750,905,185,750,15,4.9,0.37,3,60,800,28,10,10,10,21.47
465.5,750,905,185,750,15,4.8,0.39,1,60,800,28,10,10,10,21.47
465.5,750,905,185,750,15,4.8,0.39,2,60,800,28,10,10,10,21.47
465.5,750,905,185,750,15,4.8,0.39,3,60,800,28,10,10,10,21.47
441,750,905,185,750,10,4.8,0.41,1,60,800,28,10,10,10,21.47
441,750,905,185,750,10,4.8,0.41,2,60,800,28,10,10,10,21.47
441,750,905,185,750,10,4.8,0.41,3,60,800,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,1,60,800,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,2,60,800,28,10,10,10,21.47
416.5,750,905,185,750,15,4.7,0.44,3,60,800,28,10,10,10,21.47
350,1084,1084,195,750,16.9,4.7,0.56,0,0,20,28,10,10,10,22.48
350,1084,1084,195,750,16.9,4.7,0.56,0,0,200,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0,0,400,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0,0,600,28,10,10,10,21.22
350,1084,1084,195,750,16.9,4.7,0.56,0.25,62.5,20,28,10,10,10,28.31
350,1084,1084,195,750,16.9,4.7,0.56,0.25,62.5,200,28,10,10,10,24.71
350,1084,1084,195,750,16.9,4.7,0.56,0.25,62.5,400,28,10,10,10,24.4
350,1084,1084,195,750,16.9,4.7,0.56,0.25,62.5,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0.5,62.5,20,28,10,10,10,25.21
350,1084,1084,195,750,16.9,4.7,0.56,0.5,62.5,200,28,10,10,10,23.2
350,1084,1084,195,750,16.9,4.7,0.56,0.5,62.5,400,28,10,10,10,23.45
350,1084,1084,195,750,16.9,4.7,0.56,0.5,62.5,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0.75,62.5,20,28,10,10,10,22.05
350,1084,1084,195,750,16.9,4.7,0.56,0.75,62.5,200,28,10,10,10,24.85
350,1084,1084,195,750,16.9,4.7,0.56,0.75,62.5,400,28,10,10,10,21.36
350,1084,1084,195,750,16.9,4.7,0.56,0.75,62.5,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,1,62.5,20,28,10,10,10,23.51
350,1084,1084,195,750,16.9,4.7,0.56,1,62.5,200,28,10,10,10,24.35
350,1084,1084,195,750,16.9,4.7,0.56,1,62.5,400,28,10,10,10,20.84
350,1084,1084,195,750,16.9,4.7,0.56,1,62.5,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0.25,0,20,28,10,10,10,22.31
350,1084,1084,195,750,16.9,4.7,0.56,0.25,0,200,28,10,10,10,22.08
350,1084,1084,195,750,16.9,4.7,0.56,0.25,0,400,28,10,10,10,22.13
350,1084,1084,195,750,16.9,4.7,0.56,0.25,0,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0.5,0,20,28,10,10,10,22.91
350,1084,1084,195,750,16.9,4.7,0.56,0.5,0,200,28,10,10,10,21.18
350,1084,1084,195,750,16.9,4.7,0.56,0.5,0,400,28,10,10,10,22.37
350,1084,1084,195,750,16.9,4.7,0.56,0.5,0,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,0.75,0,20,28,10,10,10,21.18
350,1084,1084,195,750,16.9,4.7,0.56,0.75,0,200,28,10,10,10,22.42
350,1084,1084,195,750,16.9,4.7,0.56,0.75,0,400,28,10,10,10,20.18
350,1084,1084,195,750,16.9,4.7,0.56,0.75,0,600,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,1,0,20,28,10,10,10,21.18
350,1084,1084,195,750,16.9,4.7,0.56,1,0,200,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,1,0,400,28,10,10,10,20
350,1084,1084,195,750,16.9,4.7,0.56,1,0,600,28,10,10,10,20
400,1055,1055,197,750,16.9,4.7,0.49,0,0,20,28,10,10,10,26.55
400,1055,1055,197,750,16.9,4.7,0.49,0,0,200,28,10,10,10,21.77
400,1055,1055,197,750,16.9,4.7,0.49,0,0,400,28,10,10,10,20.48
400,1055,1055,197,750,16.9,4.7,0.49,0,0,600,28,10,10,10,20.75
400,1055,1055,197,750,16.9,4.7,0.49,0.25,62.5,20,28,10,10,10,29.37
400,1055,1055,197,750,16.9,4.7,0.49,0.25,62.5,200,28,10,10,10,27.14
400,1055,1055,197,750,16.9,4.7,0.49,0.25,62.5,400,28,10,10,10,27.32
400,1055,1055,197,750,16.9,4.7,0.49,0.25,62.5,600,28,10,10,10,15.97
400,1055,1055,197,750,16.9,4.7,0.49,0.5,62.5,20,28,10,10,10,29.14
400,1055,1055,197,750,16.9,4.7,0.49,0.5,62.5,200,28,10,10,10,25.22
400,1055,1055,197,750,16.9,4.7,0.49,0.5,62.5,400,28,10,10,10,23.33
400,1055,1055,197,750,16.9,4.7,0.49,0.5,62.5,600,28,10,10,10,20
400,1055,1055,197,750,16.9,4.7,0.49,0.75,62.5,20,28,10,10,10,24.94
400,1055,1055,197,750,16.9,4.7,0.49,0.75,62.5,200,28,10,10,10,22.95
400,1055,1055,197,750,16.9,4.7,0.49,0.75,62.5,400,28,10,10,10,24.22
400,1055,1055,197,750,16.9,4.7,0.49,0.75,62.5,600,28,10,10,10,23.4
400,1055,1055,197,750,16.9,4.7,0.49,1,62.5,20,28,10,10,10,22.12
400,1055,1055,197,750,16.9,4.7,0.49,1,62.5,200,28,10,10,10,23.25
400,1055,1055,197,750,16.9,4.7,0.49,1,62.5,400,28,10,10,10,20
400,1055,1055,197,750,16.9,4.7,0.49,1,62.5,600,28,10,10,10,20
400,1055,1055,197,750,16.9,4.7,0.49,0.25,0,20,28,10,10,10,26.24
400,1055,1055,197,750,16.9,4.7,0.49,0.25,0,200,28,10,10,10,26.38
400,1055,1055,197,750,16.9,4.7,0.49,0.25,0,400,28,10,10,10,27.01
400,1055,1055,197,750,16.9,4.7,0.49,0.25,0,600,28,10,10,10,22.77
400,1055,1055,197,750,16.9,4.7,0.49,0.5,0,20,28,10,10,10,25.33
400,1055,1055,197,750,16.9,4.7,0.49,0.5,0,200,28,10,10,10,25.77
400,1055,1055,197,750,16.9,4.7,0.49,0.5,0,400,28,10,10,10,26.34
400,1055,1055,197,750,16.9,4.7,0.49,0.5,0,600,28,10,10,10,20.55
400,1055,1055,197,750,16.9,4.7,0.49,0.75,0,20,28,10,10,10,23.17
400,1055,1055,197,750,16.9,4.7,0.49,0.75,0,200,28,10,10,10,24.03
400,1055,1055,197,750,16.9,4.7,0.49,0.75,0,400,28,10,10,10,23.86
400,1055,1055,197,750,16.9,4.7,0.49,0.75,0,600,28,10,10,10,20
400,1055,1055,197,750,16.9,4.7,0.49,1,0,20,28,10,10,10,24.32
400,1055,1055,197,750,16.9,4.7,0.49,1,0,200,28,10,10,10,22.12
400,1055,1055,197,750,16.9,4.7,0.49,1,0,400,28,10,10,10,22.73
400,1055,1055,197,750,16.9,4.7,0.49,1,0,600,28,10,10,10,20
450,1052,1052,180,750,16.9,4.7,0.4,0,0,20,28,10,10,10,31.82
450,1052,1052,180,750,16.9,4.7,0.4,0,0,200,28,10,10,10,28.22
450,1052,1052,180,750,16.9,4.7,0.4,0,0,400,28,10,10,10,26.4
450,1052,1052,180,750,16.9,4.7,0.4,0,0,600,28,10,10,10,22.57
450,1052,1052,180,750,16.9,4.7,0.4,0.25,62.5,20,28,10,10,10,40.26
450,1052,1052,180,750,16.9,4.7,0.4,0.25,62.5,200,28,10,10,10,38.7
450,1052,1052,180,750,16.9,4.7,0.4,0.25,62.5,400,28,10,10,10,34.48
450,1052,1052,180,750,16.9,4.7,0.4,0.25,62.5,600,28,10,10,10,28.6
450,1052,1052,180,750,16.9,4.7,0.4,0.5,62.5,20,28,10,10,10,31.36
450,1052,1052,180,750,16.9,4.7,0.4,0.5,62.5,200,28,10,10,10,28.71
450,1052,1052,180,750,16.9,4.7,0.4,0.5,62.5,400,28,10,10,10,32.38
450,1052,1052,180,750,16.9,4.7,0.4,0.5,62.5,600,28,10,10,10,25.66
450,1052,1052,180,750,16.9,4.7,0.4,0.75,62.5,20,28,10,10,10,28.44
450,1052,1052,180,750,16.9,4.7,0.4,0.75,62.5,200,28,10,10,10,25.14
450,1052,1052,180,750,16.9,4.7,0.4,0.75,62.5,400,28,10,10,10,27.04
450,1052,1052,180,750,16.9,4.7,0.4,0.75,62.5,600,28,10,10,10,20
450,1052,1052,180,750,16.9,4.7,0.4,1,62.5,20,28,10,10,10,23.73
450,1052,1052,180,750,16.9,4.7,0.4,1,62.5,200,28,10,10,10,20.26
450,1052,1052,180,750,16.9,4.7,0.4,1,62.5,400,28,10,10,10,21.73
450,1052,1052,180,750,16.9,4.7,0.4,1,62.5,600,28,10,10,10,20
450,1052,1052,180,750,16.9,4.7,0.4,0.25,0,20,28,10,10,10,36.22
450,1052,1052,180,750,16.9,4.7,0.4,0.25,0,200,28,10,10,10,31.73
450,1052,1052,180,750,16.9,4.7,0.4,0.25,0,400,28,10,10,10,28.71
450,1052,1052,180,750,16.9,4.7,0.4,0.25,0,600,28,10,10,10,28.04
450,1052,1052,180,750,16.9,4.7,0.4,0.5,0,20,28,10,10,10,31.85
450,1052,1052,180,750,16.9,4.7,0.4,0.5,0,200,28,10,10,10,26.88
450,1052,1052,180,750,16.9,4.7,0.4,0.5,0,400,28,10,10,10,31.17
450,1052,1052,180,750,16.9,4.7,0.4,0.5,0,600,28,10,10,10,22.05
450,1052,1052,180,750,16.9,4.7,0.4,0.75,0,20,28,10,10,10,32.32
450,1052,1052,180,750,16.9,4.7,0.4,0.75,0,200,28,10,10,10,27.15
450,1052,1052,180,750,16.9,4.7,0.4,0.75,0,400,28,10,10,10,26.65
450,1052,1052,180,750,16.9,4.7,0.4,0.75,0,600,28,10,10,10,21.14
450,1052,1052,180,750,16.9,4.7,0.4,1,0,20,28,10,10,10,31.91
450,1052,1052,180,750,16.9,4.7,0.4,1,0,200,28,10,10,10,31.55
450,1052,1052,180,750,16.9,4.7,0.4,1,0,400,28,10,10,10,28.04
