Cement (Kg/m3),FAgg (Kg/m3),CSA (Kg/m3),Water (Kg/m3),River sand (Kg/m3),Silica fume (Kg/m3),SP (Kg/m3),W/B (%),Fibers (%),Aspect ratio (%),Tempurature (℃),Curing Age (Day),Specimen width (cm3),Specimen length (cm3),Specimen height (cm3),Compressive strength (MPa)
450,1052,1052,180,750,16.9,4.7,0.4,1,0,600,28,10,10,10,22.26
400,1038,1038,308,750,16.9,4.8,0.77,0,0,20,28,10,10,10,38
400,1038,1038,308,750,16.9,4.8,0.77,0,0,400,28,10,10,10,33
400,1038,1038,308,750,16.9,4.8,0.77,0,0,600,28,10,10,10,28
400,1038,1038,308,750,16.9,4.8,0.77,0,0,800,28,10,10,10,20
400,1038,1038,308,750,16.9,4.8,0.77,0.002,0,20,28,10,10,10,39
400,1038,1038,308,750,16.9,4.8,0.77,0.002,0,400,28,10,10,10,35
400,1038,1038,308,750,16.9,4.8,0.77,0.002,0,600,28,10,10,10,28
400,1038,1038,308,750,16.9,4.8,0.77,0.002,0,800,28,10,10,10,20
400,1038,1038,308,750,16.9,4.8,0.77,0.004,0,20,28,10,10,10,38
400,1038,1038,308,750,16.9,4.8,0.77,0.004,0,400,28,10,10,10,33
400,1038,1038,308,750,16.9,4.8,0.77,0.004,0,600,28,10,10,10,27
400,1038,1038,308,750,16.9,4.8,0.77,0.004,0,800,28,10,10,10,20
400,1038,1038,308,750,16.9,4.8,0.77,0.008,0,20,28,10,10,10,35
400,1038,1038,308,750,16.9,4.8,0.77,0.008,0,400,28,10,10,10,30
400,1038,1038,308,750,16.9,4.8,0.77,0.008,0,600,28,10,10,10,26
400,1038,1038,308,750,16.9,4.8,0.77,0.008,0,800,28,10,10,10,20
360,1028,1028,277.2,750,40,1028,0.693,0,0,20,28,10,10,10,36
360,1028,1028,277.2,750,40,1028,0.693,0,0,400,28,10,10,10,30
360,1028,1028,277.2,750,40,1028,0.693,0,0,600,28,10,10,10,27
360,1028,1028,277.2,750,40,1028,0.693,0,0,800,28,10,10,10,20
360,1028,1028,277.2,750,40,1028,0.693,0.002,0,20,28,10,10,10,40
360,1028,1028,277.2,750,40,1028,0.693,0.002,0,400,28,10,10,10,34
360,1028,1028,277.2,750,40,1028,0.693,0.002,0,600,28,10,10,10,30
360,1028,1028,277.2,750,40,1028,0.693,0.002,0,800,28,10,10,10,20
360,1028,1028,277.2,750,40,1028,0.693,0.004,0,20,28,10,10,10,41
360,1028,1028,277.2,750,40,1028,0.693,0.004,0,400,28,10,10,10,36
360,1028,1028,277.2,750,40,1028,0.693,0.004,0,600,28,10,10,10,32
360,1028,1028,277.2,750,40,1028,0.693,0.004,0,800,28,10,10,10,20
360,1028,1028,277.2,750,40,1028,0.693,0.008,0,20,28,10,10,10,36
360,1028,1028,277.2,750,40,1028,0.693,0.008,0,400,28,10,10,10,33
360,1028,1028,277.2,750,40,1028,0.693,0.008,0,600,28,10,10,10,28
360,1028,1028,277.2,750,40,1028,0.693,0.008,0,800,28,10,10,10,20
320,1015,1015,246.4,750,80,1015,0.616,0,0,20,28,10,10,10,40
320,1015,1015,246.4,750,80,1015,0.616,0,0,400,28,10,10,10,30
320,1015,1015,246.4,750,80,1015,0.616,0,0,600,28,10,10,10,29
320,1015,1015,246.4,750,80,1015,0.616,0,0,800,28,10,10,10,20
320,1015,1015,246.4,750,80,1015,0.616,0.002,0,20,28,10,10,10,41
320,1015,1015,246.4,750,80,1015,0.616,0.002,0,400,28,10,10,10,36
320,1015,1015,246.4,750,80,1015,0.616,0.002,0,600,28,10,10,10,33
320,1015,1015,246.4,750,80,1015,0.616,0.002,0,800,28,10,10,10,20
320,1015,1015,246.4,750,80,1015,0.616,0.004,0,20,28,10,10,10,40
320,1015,1015,246.4,750,80,1015,0.616,0.004,0,400,28,10,10,10,35
320,1015,1015,246.4,750,80,1015,0.616,0.004,0,600,28,10,10,10,28
320,1015,1015,246.4,750,80,1015,0.616,0.004,0,800,28,10,10,10,20
320,1015,1015,246.4,750,80,1015,0.616,0.008,0,20,28,10,10,10,38
320,1015,1015,246.4,750,80,1015,0.616,0.008,0,400,28,10,10,10,35
320,1015,1015,246.4,750,80,1015,0.616,0.008,0,600,28,10,10,10,28
320,1015,1015,246.4,750,80,1015,0.616,0.008,0,800,28,10,10,10,20
532,804,804,159,750,16.9,1,0.3,0,400,25,28,10,10,20,50.05
532,804,804,159,750,16.9,1,0.3,0,400,150,28,10,10,20,39.23
532,804,804,159,750,16.9,1,0.3,0,400,350,28,10,10,20,36.96
532,804,804,159,750,16.9,1,0.3,0,400,550,28,10,10,20,34.08
532,804,804,159,750,16.9,1,0.3,0,400,750,28,10,10,20,22.57
532,804,804,159,750,16.9,1,0.3,0.5,400,25,28,10,10,20,50.79
532,804,804,159,750,16.9,1,0.3,0.5,400,150,28,10,10,20,43.55
532,804,804,159,750,16.9,1,0.3,0.5,400,350,28,10,10,20,39.4
532,804,804,159,750,16.9,1,0.3,0.5,400,550,28,10,10,20,36.09
532,804,804,159,750,16.9,1,0.3,0.5,400,750,28,10,10,20,25.26
532,804,804,159,750,16.9,1,0.3,1,400,25,28,10,10,20,51.33
532,804,804,159,750,16.9,1,0.3,1,400,150,28,10,10,20,44.8
532,804,804,159,750,16.9,1,0.3,1,400,350,28,10,10,20,41.82
532,804,804,159,750,16.9,1,0.3,1,400,550,28,10,10,20,39.35
532,804,804,159,750,16.9,1,0.3,1,400,750,28,10,10,20,27.92
532,804,804,159,750,16.9,1,0.3,1.5,400,25,28,10,10,20,53.66
532,804,804,159,750,16.9,1,0.3,1.5,400,150,28,10,10,20,46.43
532,804,804,159,750,16.9,1,0.3,1.5,400,350,28,10,10,20,42.86
532,804,804,159,750,16.9,1,0.3,1.5,400,550,28,10,10,20,40.89
532,804,804,159,750,16.9,1,0.3,1.5,400,750,28,10,10,20,28.78
350,1084,1084,195,750,16.9,4.5,0.557,0,0,20,28,15,15,15,22.48
350,1084,1084,195,750,16.9,4.5,0.557,0,0,200,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0,0,400,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0,0,600,28,15,15,15,23.4
350,1084,1084,195,750,16.9,4.5,0.557,0.25,62.5,20,28,15,15,15,28.31
350,1084,1084,195,750,16.9,4.5,0.557,0.25,62.5,200,28,15,15,15,24.71
350,1084,1084,195,750,16.9,4.5,0.557,0.25,62.5,400,28,15,15,15,24.4
350,1084,1084,195,750,16.9,4.5,0.557,0.25,62.5,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0.25,400,20,28,15,15,15,22.31
350,1084,1084,195,750,16.9,4.5,0.557,0.25,400,200,28,15,15,15,22.08
350,1084,1084,195,750,16.9,4.5,0.557,0.25,400,400,28,15,15,15,22.13
350,1084,1084,195,750,16.9,4.5,0.557,0.25,400,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0.5,62.5,20,28,15,15,15,25.21
350,1084,1084,195,750,16.9,4.5,0.557,0.5,62.5,200,28,15,15,15,23.2
350,1084,1084,195,750,16.9,4.5,0.557,0.5,62.5,400,28,15,15,15,23.45
350,1084,1084,195,750,16.9,4.5,0.557,0.5,62.5,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0.5,400,20,28,15,15,15,22.91
350,1084,1084,195,750,16.9,4.5,0.557,0.5,400,200,28,15,15,15,21.18
350,1084,1084,195,750,16.9,4.5,0.557,0.5,400,400,28,15,15,15,22.37
350,1084,1084,195,750,16.9,4.5,0.557,0.5,400,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0.75,62.5,20,28,15,15,15,22.05
350,1084,1084,195,750,16.9,4.5,0.557,0.75,62.5,200,28,15,15,15,24.85
350,1084,1084,195,750,16.9,4.5,0.557,0.75,62.5,400,28,15,15,15,21.36
350,1084,1084,195,750,16.9,4.5,0.557,0.75,62.5,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,0.75,400,20,28,15,15,15,21.18
350,1084,1084,195,750,16.9,4.5,0.557,0.75,400,200,28,15,15,15,22.42
350,1084,1084,195,750,16.9,4.5,0.557,0.75,400,400,28,15,15,15,20.18
350,1084,1084,195,750,16.9,4.5,0.557,0.75,400,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,1,62.5,20,28,15,15,15,23.51
350,1084,1084,195,750,16.9,4.5,0.557,1,62.5,200,28,15,15,15,24.35
350,1084,1084,195,750,16.9,4.5,0.557,1,62.5,400,28,15,15,15,20.84
350,1084,1084,195,750,16.9,4.5,0.557,1,62.5,600,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,1,400,20,28,15,15,15,21.18
350,1084,1084,195,750,16.9,4.5,0.557,1,400,200,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,1,400,400,28,15,15,15,20
350,1084,1084,195,750,16.9,4.5,0.557,1,400,600,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,0,0,20,28,15,15,15,26.55
400,1055,1055,197,750,16.9,5.2,0.492,0,0,200,28,15,15,15,21.77
400,1055,1055,197,750,16.9,5.2,0.492,0,0,400,28,15,15,15,20.48
400,1055,1055,197,750,16.9,5.2,0.492,0,0,600,28,15,15,15,20.75
400,1055,1055,197,750,16.9,5.2,0.492,0.25,62.5,20,28,15,15,15,29.37
400,1055,1055,197,750,16.9,5.2,0.492,0.25,62.5,200,28,15,15,15,27.14
400,1055,1055,197,750,16.9,5.2,0.492,0.25,62.5,400,28,15,15,15,27.32
400,1055,1055,197,750,16.9,5.2,0.492,0.25,62.5,600,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,0.25,400,20,28,15,15,15,26.24
400,1055,1055,197,750,16.9,5.2,0.492,0.25,400,200,28,15,15,15,26.38
400,1055,1055,197,750,16.9,5.2,0.492,0.25,400,400,28,15,15,15,27.01
400,1055,1055,197,750,16.9,5.2,0.492,0.25,400,600,28,15,15,15,22.77
400,1055,1055,197,750,16.9,5.2,0.492,0.5,62.5,20,28,15,15,15,29.14
400,1055,1055,197,750,16.9,5.2,0.492,0.5,62.5,200,28,15,15,15,25.22
400,1055,1055,197,750,16.9,5.2,0.492,0.5,62.5,400,28,15,15,15,23.33
400,1055,1055,197,750,16.9,5.2,0.492,0.5,62.5,600,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,0.5,400,20,28,15,15,15,25.33
400,1055,1055,197,750,16.9,5.2,0.492,0.5,400,200,28,15,15,15,25.77
400,1055,1055,197,750,16.9,5.2,0.492,0.5,400,400,28,15,15,15,26.34
400,1055,1055,197,750,16.9,5.2,0.492,0.5,400,600,28,15,15,15,20.55
400,1055,1055,197,750,16.9,5.2,0.492,0.75,62.5,20,28,15,15,15,24.94
400,1055,1055,197,750,16.9,5.2,0.492,0.75,62.5,200,28,15,15,15,22.95
400,1055,1055,197,750,16.9,5.2,0.492,0.75,62.5,400,28,15,15,15,24.22
400,1055,1055,197,750,16.9,5.2,0.492,0.75,62.5,600,28,15,15,15,21.33
400,1055,1055,197,750,16.9,5.2,0.492,0.75,400,20,28,15,15,15,23.17
400,1055,1055,197,750,16.9,5.2,0.492,0.75,400,200,28,15,15,15,24.03
400,1055,1055,197,750,16.9,5.2,0.492,0.75,400,400,28,15,15,15,23.86
400,1055,1055,197,750,16.9,5.2,0.492,0.75,400,600,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,1,62.5,20,28,15,15,15,22.12
400,1055,1055,197,750,16.9,5.2,0.492,1,62.5,200,28,15,15,15,23.25
400,1055,1055,197,750,16.9,5.2,0.492,1,62.5,400,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,1,62.5,600,28,15,15,15,20
400,1055,1055,197,750,16.9,5.2,0.492,1,400,20,28,15,15,15,24.32
400,1055,1055,197,750,16.9,5.2,0.492,1,400,200,28,15,15,15,22.12
400,1055,1055,197,750,16.9,5.2,0.492,1,400,400,28,15,15,15,22.73
400,1055,1055,197,750,16.9,5.2,0.492,1,400,600,28,15,15,15,20
450,1052,1052,180,750,16.9,5.8,0.4,0,0,20,28,15,15,15,31.82
450,1052,1052,180,750,16.9,5.8,0.4,0,0,200,28,15,15,15,28.22
450,1052,1052,180,750,16.9,5.8,0.4,0,0,400,28,15,15,15,26.4
450,1052,1052,180,750,16.9,5.8,0.4,0,0,600,28,15,15,15,22.57
450,1052,1052,180,750,16.9,5.8,0.4,0.25,62.5,20,28,15,15,15,40.26
450,1052,1052,180,750,16.9,5.8,0.4,0.25,62.5,200,28,15,15,15,38.7
450,1052,1052,180,750,16.9,5.8,0.4,0.25,62.5,400,28,15,15,15,34.48
450,1052,1052,180,750,16.9,5.8,0.4,0.25,62.5,600,28,15,15,15,32.5
450,1052,1052,180,750,16.9,5.8,0.4,0.25,400,20,28,15,15,15,36.22
450,1052,1052,180,750,16.9,5.8,0.4,0.25,400,200,28,15,15,15,31.73
450,1052,1052,180,750,16.9,5.8,0.4,0.25,400,400,28,15,15,15,28.71
450,1052,1052,180,750,16.9,5.8,0.4,0.25,400,600,28,15,15,15,28.04
450,1052,1052,180,750,16.9,5.8,0.4,0.5,62.5,20,28,15,15,15,31.36
450,1052,1052,180,750,16.9,5.8,0.4,0.5,62.5,200,28,15,15,15,28.71
450,1052,1052,180,750,16.9,5.8,0.4,0.5,62.5,400,28,15,15,15,32.38
450,1052,1052,180,750,16.9,5.8,0.4,0.5,62.5,600,28,15,15,15,28.4
450,1052,1052,180,750,16.9,5.8,0.4,0.5,400,20,28,15,15,15,31.85
450,1052,1052,180,750,16.9,5.8,0.4,0.5,400,200,28,15,15,15,26.88
450,1052,1052,180,750,16.9,5.8,0.4,0.5,400,400,28,15,15,15,31.17
450,1052,1052,180,750,16.9,5.8,0.4,0.5,400,600,28,15,15,15,22.05
450,1052,1052,180,750,16.9,5.8,0.4,0.75,62.5,20,28,15,15,15,28.44
450,1052,1052,180,750,16.9,5.8,0.4,0.75,62.5,200,28,15,15,15,25.14
450,1052,1052,180,750,16.9,5.8,0.4,0.75,62.5,400,28,15,15,15,27.04
450,1052,1052,180,750,16.9,5.8,0.4,0.75,62.5,600,28,15,15,15,20
450,1052,1052,180,750,16.9,5.8,0.4,0.75,400,20,28,15,15,15,32.32
450,1052,1052,180,750,16.9,5.8,0.4,0.75,400,200,28,15,15,15,27.15
450,1052,1052,180,750,16.9,5.8,0.4,0.75,400,400,28,15,15,15,26.65
450,1052,1052,180,750,16.9,5.8,0.4,0.75,400,600,28,15,15,15,21.14
450,1052,1052,180,750,16.9,5.8,0.4,1,62.5,20,28,15,15,15,23.73
450,1052,1052,180,750,16.9,5.8,0.4,1,62.5,200,28,15,15,15,20.26
450,1052,1052,180,750,16.9,5.8,0.4,1,62.5,400,28,15,15,15,21.73
450,1052,1052,180,750,16.9,5.8,0.4,1,62.5,600,28,15,15,15,15.81
450,1052,1052,180,750,16.9,5.8,0.4,1,400,20,28,15,15,15,31.91
450,1052,1052,180,750,16.9,5.8,0.4,1,400,200,28,15,15,15,31.55
450,1052,1052,180,750,16.9,5.8,0.4,1,400,400,28,15,15,15,28.04
450,1052,1052,180,750,16.9,5.8,0.4,1,400,600,28,15,15,15,22.26
400,765,765,200,750,16.9,0,0.5,0,0,28,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,100,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,200,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,300,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,350,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,400,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,450,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,500,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,650,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0,0,800,42,15,15,15,53.4
400,765,765,200,750,16.9,0,0.5,0.25,37.5,28,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,100,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,200,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,300,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,350,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,400,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,450,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,500,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,650,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.25,37.5,800,42,15,15,15,52.6
400,765,765,200,750,16.9,0,0.5,0.5,37.5,28,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,100,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,200,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,300,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,350,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,400,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,450,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,500,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,650,42,15,15,15,52.3
400,765,765,200,750,16.9,0,0.5,0.5,37.5,800,42,15,15,15,52.3
530,700,700,185,750,50,1030,0.349,0,0,28,28,15,15,15,80.2
530,700,700,185,750,50,1030,0.349,0,0,28,42,15,15,15,84.5
400,480,480,151.2,560,72,656,0.32,0.64,65,600,90,10,10,20,93.2
400,480,480,151.2,560,72,656,0.32,0.64,65,600,90,10,10,20,93.2
400,480,480,151.2,560,72,656,0.32,0.64,65,600,90,10,10,20,93.2
400,480,480,151.2,560,72,656,0.32,0.64,65,600,90,10,10,20,93.2
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,95.8
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,95.8
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,95.8
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,95.8
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,91.4
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,91.4
400,480,600,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,91.4
400,480,480,197.2,560,72,600,0.32,0.64,65,600,90,10,10,20,91.4
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,112.2
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,112.2
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,112.2
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,112.2
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,127.7
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,127.7
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,127.7
700,420,600,201.6,343,140,0,0.24,0.64,81,600,90,10,10,20,127.7
389,714,714,175,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,36
389,714,714,175,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,33
389,714,714,175,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,34
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,61
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,58
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,56
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,71
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,69
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,71
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-50,28,10,10,20,75
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-50,28,10,10,20,71
389,714,714,175,420,16.9,34.3,0.45,0.64,81,-50,28,10,10,20,74
287,842,842,185,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,27
287,842,842,185,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,29
287,842,842,185,420,16.9,34.3,0.45,0.64,81,20,28,10,10,20,30
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,41
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,41
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-20,28,10,10,20,43
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,53
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,50
287,842,842,185,420,16.9,34.3,0.45,0.64,81,-40,28,10,10,20,53
375,763,763,175,420,16.9,0.8,0.28,0.64,81,20,28,10,10,20,54
375,763,763,175,420,16.9,0.8,0.28,0.64,81,20,28,10,10,20,52
375,763,763,175,420,16.9,0.8,0.28,0.64,81,20,28,10,10,20,52
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-20,28,10,10,20,76
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-20,28,10,10,20,72
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-20,28,10,10,20,74
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-40,28,10,10,20,78
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-40,28,10,10,20,77
375,763,763,175,420,16.9,0.8,0.28,0.64,81,-40,28,10,10,20,80
474,810,810,173,420,16.9,1,0.36,0.64,81,20,28,10,10,20,25
474,810,810,173,420,16.9,1,0.36,0.64,81,20,28,10,10,20,25
474,810,810,173,420,16.9,1,0.36,0.64,81,20,28,10,10,20,26
474,810,810,173,420,16.9,1,0.36,0.64,81,-20,28,10,10,20,29
474,810,810,173,420,16.9,1,0.36,0.64,81,-20,28,10,10,20,29
474,810,810,173,420,16.9,1,0.36,0.64,81,-20,28,10,10,20,31
474,810,810,173,420,16.9,1,0.36,0.64,81,-60,28,10,10,20,39
474,810,810,173,420,16.9,1,0.36,0.64,81,-60,28,10,10,20,38
474,810,810,173,420,16.9,1,0.36,0.64,81,-60,28,10,10,20,42
672,648,648,174,420,16.9,1,0.26,0.64,81,20,28,10,10,20,46
672,648,648,174,420,16.9,1,0.26,0.64,81,20,28,10,10,20,44
672,648,648,174,420,16.9,1,0.26,0.64,81,20,28,10,10,20,45
672,648,648,174,420,16.9,1,0.26,0.64,81,-20,28,10,10,20,50
672,648,648,174,420,16.9,1,0.26,0.64,81,-20,28,10,10,20,51
672,648,648,174,420,16.9,1,0.26,0.64,81,-20,28,10,10,20,50
672,648,648,174,420,16.9,1,0.26,0.64,81,-60,28,10,10,20,73
672,648,648,174,420,16.9,1,0.26,0.64,81,-60,28,10,10,20,76
672,648,648,174,420,16.9,1,0.26,0.64,81,-60,28,10,10,20,72
450,716,716,157.5,420,16.9,0.68,0.35,0.5,65,20,28,10,10,20,69.4
350,798,798,157.5,420,16.9,0.42,0.45,0.5,65,20,28,10,10,20,60.7
450,716,716,157.5,420,16.9,0.68,0.35,1,65,20,28,10,10,20,72.3
350,798,798,157.5,420,16.9,0.42,0.45,1,65,20,28,10,10,20,64.1
450,716,716,157.5,420,16.9,0.68,0.35,1.5,65,20,28,10,10,20,75.9
350,798,798,157.5,420,16.9,0.42,0.45,1.5,65,20,28,10,10,20,62.3
450,716,716,157.5,420,16.9,0.68,0.35,0.5,80,20,28,10,10,20,73.8
350,798,798,157.5,420,16.9,0.42,0.45,0.5,80,20,28,10,10,20,55.8
450,716,716,157.5,420,16.9,0.68,0.35,1,80,20,28,10,10,20,76.4
350,798,798,157.5,420,16.9,0.42,0.45,1,80,20,28,10,10,20,62.3
450,716,716,157.5,420,16.9,0.68,0.35,1.5,80,20,28,10,10,20,77.3
350,798,798,157.5,420,16.9,0.42,0.45,1.5,80,20,28,10,10,20,64.2
450,716,716,157.5,420,16.9,0.68,0.35,0.5,80,20,28,10,10,20,68
350,798,798,157.5,420,16.9,0.42,0.45,0.5,80,20,28,10,10,20,58.9
450,716,716,157.5,420,16.9,0.68,0.35,1,80,20,28,10,10,20,70.6
350,798,798,157.5,420,16.9,0.42,0.45,1,80,20,28,10,10,20,59.7
450,716,716,157.5,420,16.9,0.68,0.35,1.5,80,20,28,10,10,20,78.6
350,798,798,157.5,420,16.9,0.42,0.45,1.5,80,20,28,10,10,20,66.2
450,716,716,157.5,420,16.9,0.68,0.35,1.5,80,20,28,10,10,20,61.7
350,798,798,157.5,420,16.9,0.42,0.45,1.5,80,20,28,10,10,20,52.4
